Location,Region,TL,TR,reporting_date,sCh,cCh,deaths,CFR
AFR::CMR::Far North::Moutourwa Health District,Far North,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Far North::Roua Health District,Far North,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Far North::Tokombere Health District,Far North,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Far North::Vele Health District,Far North,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Far North::Yagoua Health District,Far North,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Centre::Akonolinga Health District,Centre,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Centre::Awae Health District,Centre,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Centre::Ayos Health District,Centre,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Centre::Bafia Health District,Centre,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::Centre::Ebebda Health District,Centre,2012-12-03,2012-12-09,2012-12-09,0,0,0,
AFR::CMR::East::Messamena Health District,East,2012-10-29,2012-11-04,2012-11-04,0,0,0,
AFR::CMR::West::Mbouda Health District,West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::West::Penka Michel Health District,West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::West::Santchou Health District,West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::West::Mifi Health District,West,2011-05-16,2011-05-22,2011-05-22,31,14,0,0.0
AFR::CMR::West::Kouoptamo Health District,West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::West::Malantouen Health District,West,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Centre::Ayos Health District,Centre,2013-01-28,2013-02-03,2013-02-03,0,0,0,
AFR::CMR::West::Massangam Health District,West,2016-07-25,2016-07-31,2016-07-31,46,16,0,0.0
AFR::CMR::West::Mbouda Health District,West,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Centre::Bafia Health District,Centre,2013-01-28,2013-02-03,2013-02-03,14,6,0,0.0
AFR::CMR::West::Mifi Health District,West,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::West::Penka Michel Health District,West,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Centre::Ebebda Health District,Centre,2013-01-28,2013-02-03,2013-02-03,0,0,0,
AFR::CMR::Far North::Guidiguis Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Far North::Hina Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Far North::Kaele Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Far North::Kar Hay Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Far North::Kolofata Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::East::Doume Health District,East,2013-10-14,2013-10-20,2013-10-20,70,0,0,
AFR::CMR::East::Garoua Boulai Health District,East,2013-10-14,2013-10-20,2013-10-20,0,0,0,
AFR::CMR::East::Kette Health District,East,2013-10-14,2013-10-20,2013-10-20,0,0,0,
AFR::CMR::East::Lomie Health District,East,2013-10-14,2013-10-20,2013-10-20,0,0,0,
AFR::CMR::East::Mbang Health District,East,2013-10-14,2013-10-20,2013-10-20,0,0,0,
AFR::CMR::East::Messamena Health District,East,2013-10-14,2013-10-20,2013-10-20,66,25,0,0.0
AFR::CMR::East::Moloundou Health District,East,2013-10-14,2013-10-20,2013-10-20,0,0,0,
AFR::CMR::East::Ndelele Health District,East,2013-10-14,2013-10-20,2013-10-20,0,0,0,
AFR::CMR::North::Bibemi Health District,North,2018-11-19,2018-11-25,2018-11-25,69,34,0,0.0
AFR::CMR::Littoral::Melong Health District,Littoral,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Littoral::Ndom Health District,Littoral,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Littoral::Ngambe Health District,Littoral,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Littoral::Nkongsamba Health District,Littoral,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Littoral::Nylon Health District,Littoral,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Littoral::Yabassi Health District,Littoral,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Littoral::New Bell Health District,Littoral,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::East::Abong Mbang Health District,East,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::East::Batouri Health District,East,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::East::Bertoua Health District,East,2018-03-12,2018-03-18,2018-03-18,52,30,0,0.0
AFR::CMR::East::Betare Oya Health District,East,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::East::Doume Health District,East,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Makary Health District,Far North,2014-01-20,2014-01-26,2014-01-26,0,0,0,
AFR::CMR::Far North::Meri Health District,Far North,2014-01-20,2014-01-26,2014-01-26,0,0,0,
AFR::CMR::Far North::Mindif Health District,Far North,2014-01-20,2014-01-26,2014-01-26,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2014-01-20,2014-01-26,2014-01-26,0,0,0,
AFR::CMR::Far North::Mokolo Health District,Far North,2014-01-20,2014-01-26,2014-01-26,0,0,0,
AFR::CMR::Far North::Mora Health District,Far North,2014-01-20,2014-01-26,2014-01-26,21,13,0,0.0
AFR::CMR::Far North::Moulvoudaye Health District,Far North,2014-01-20,2014-01-26,2014-01-26,0,0,0,
AFR::CMR::Far North::Moutourwa Health District,Far North,2014-01-20,2014-01-26,2014-01-26,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2014-01-20,2014-01-26,2014-01-26,0,0,0,
AFR::CMR::Far North::Maga Health District,Far North,2013-03-04,2013-03-10,2013-03-10,0,0,0,
AFR::CMR::Far North::Makary Health District,Far North,2013-03-04,2013-03-10,2013-03-10,0,0,0,
AFR::CMR::West::Kouoptamo Health District,West,2012-08-20,2012-08-26,2012-08-26,0,0,0,
AFR::CMR::South-West::Ekondo Titi Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Eyumodjock Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Fontem Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Konye Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Kumba Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::Littoral::Dibombari Health District,Littoral,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Littoral::Edea Health District,Littoral,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Littoral::Japoma Health District,Littoral,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Littoral::Logbaba Health District,Littoral,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Littoral::Loum Health District,Littoral,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Littoral::Manoka Health District,Littoral,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Littoral::Mbanga Health District,Littoral,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::East::Ndelele Health District,East,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::East::Nguelemendouka Health District,East,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::East::Yokadouma Health District,East,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::Far North::Bogo Health District,Far North,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::Far North::Bourha Health District,Far North,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::Far North::Gazawa Health District,Far North,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::Far North::Goulfey Health District,Far North,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::Far North::Guere Health District,Far North,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::Far North::Guidiguis Health District,Far North,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::Far North::Hina Health District,Far North,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::Far North::Kar Hay Health District,Far North,2016-10-10,2016-10-16,2016-10-16,0,0,0,
AFR::CMR::West::Kekem Health District,West,2011-03-14,2011-03-20,2011-03-20,0,0,0,
AFR::CMR::Littoral::Dibombari Health District,Littoral,2016-01-11,2016-01-17,2016-01-17,0,0,0,
AFR::CMR::Littoral::Edea Health District,Littoral,2016-01-11,2016-01-17,2016-01-17,0,0,0,
AFR::CMR::Littoral::Japoma Health District,Littoral,2016-01-11,2016-01-17,2016-01-17,0,0,0,
AFR::CMR::Littoral::Logbaba Health District,Littoral,2016-01-11,2016-01-17,2016-01-17,0,0,0,
AFR::CMR::Littoral::Loum Health District,Littoral,2016-01-11,2016-01-17,2016-01-17,0,0,0,
AFR::CMR::Littoral::Manjo Health District,Littoral,2016-01-11,2016-01-17,2016-01-17,0,0,0,
AFR::CMR::Littoral::Manoka Health District,Littoral,2016-01-11,2016-01-17,2016-01-17,21,0,0,
AFR::CMR::Littoral::Mbanga Health District,Littoral,2016-01-11,2016-01-17,2016-01-17,32,10,0,0.0
AFR::CMR::North-West::Fundong Health District,North-West,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North-West::Kumbo East Health District,North-West,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North-West::Mbengwi Health District,North-West,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North-West::Ndop Health District,North-West,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North::Rey Bouba Health District,North,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::North::Tchollire Health District,North,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::North::Touboro Health District,North,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::Littoral::Bonassama Health District,Littoral,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::Littoral::Cite des palmiers Health District,Littoral,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::Littoral::Deido Health District,Littoral,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::Littoral::Dibombari Health District,Littoral,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::South::Lolodorf Health District,South,2015-03-23,2015-03-29,2015-03-29,0,0,0,
AFR::CMR::South::Meyomessala Health District,South,2015-03-23,2015-03-29,2015-03-29,62,20,1,5.0
AFR::CMR::South::Mvangan Health District,South,2015-03-23,2015-03-29,2015-03-29,0,0,0,
AFR::CMR::South::Olamze Health District,South,2015-03-23,2015-03-29,2015-03-29,0,0,0,
AFR::CMR::South::Zoetele Health District,South,2015-03-23,2015-03-29,2015-03-29,0,0,0,
AFR::CMR::North-West::Benakuma Health District,North-West,2015-10-19,2015-10-25,2015-10-25,0,0,0,
AFR::CMR::North-West::Fundong Health District,North-West,2015-10-19,2015-10-25,2015-10-25,0,0,0,
AFR::CMR::North-West::Kumbo East Health District,North-West,2015-10-19,2015-10-25,2015-10-25,127,0,0,
AFR::CMR::West::Kekem Health District,West,2015-06-29,2015-07-05,2015-07-05,0,0,0,
AFR::CMR::West::Kouoptamo Health District,West,2015-06-29,2015-07-05,2015-07-05,0,0,0,
AFR::CMR::West::Malantouen Health District,West,2015-06-29,2015-07-05,2015-07-05,0,0,0,
AFR::CMR::West::Massangam Health District,West,2015-06-29,2015-07-05,2015-07-05,0,0,0,
AFR::CMR::West::Mbouda Health District,West,2015-06-29,2015-07-05,2015-07-05,0,0,0,
AFR::CMR::West::Mifi Health District,West,2015-06-29,2015-07-05,2015-07-05,0,0,0,
AFR::CMR::West::Penka Michel Health District,West,2015-06-29,2015-07-05,2015-07-05,0,0,0,
AFR::CMR::West::Santchou Health District,West,2015-06-29,2015-07-05,2015-07-05,0,0,0,
AFR::CMR::North-West::Bafut Health District,North-West,2015-06-29,2015-07-05,2015-07-05,0,0,0,
AFR::CMR::Adamaoua::Tibati Health District,Adamaoua,2017-07-24,2017-07-30,2017-07-30,0,0,0,
AFR::CMR::Adamaoua::Tignere Health District,Adamaoua,2017-07-24,2017-07-30,2017-07-30,0,0,0,
AFR::CMR::South-West::Akwaya Health District,South-West,2017-07-17,2017-07-23,2017-07-23,0,0,0,
AFR::CMR::South-West::Bakassi Health District,South-West,2017-07-17,2017-07-23,2017-07-23,0,0,0,
AFR::CMR::South-West::Bangem Health District,South-West,2017-07-17,2017-07-23,2017-07-23,0,0,0,
AFR::CMR::South-West::Buea Health District,South-West,2017-07-17,2017-07-23,2017-07-23,40,19,0,0.0
AFR::CMR::South-West::Ekondo Titi Health District,South-West,2017-07-17,2017-07-23,2017-07-23,33,16,0,0.0
AFR::CMR::South-West::Eyumodjock Health District,South-West,2017-07-17,2017-07-23,2017-07-23,0,0,0,
AFR::CMR::South-West::Fontem Health District,South-West,2017-07-17,2017-07-23,2017-07-23,0,0,0,
AFR::CMR::Centre::Ebebda Health District,Centre,2010-07-12,2010-07-18,2010-07-18,0,0,0,
AFR::CMR::Centre::Efoulan Health District,Centre,2010-07-12,2010-07-18,2010-07-18,127,87,2,2.3
AFR::CMR::Centre::Elig Mfomo Health District,Centre,2010-07-12,2010-07-18,2010-07-18,0,0,0,
AFR::CMR::Far North::(Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District),Far North,2011-02-07,2011-02-13,2011-02-13,0,0,0,
AFR::CMR::North-West::Ndop Health District,North-West,2013-05-06,2013-05-12,2013-05-12,0,0,0,
AFR::CMR::North-West::Ndu Health District,North-West,2013-05-06,2013-05-12,2013-05-12,32,12,0,0.0
AFR::CMR::North-West::Njikwa Health District,North-West,2013-05-06,2013-05-12,2013-05-12,0,0,0,
AFR::CMR::North-West::Nkambe Health District,North-West,2013-05-06,2013-05-12,2013-05-12,25,14,0,0.0
AFR::CMR::North-West::Santa Health District,North-West,2013-05-06,2013-05-12,2013-05-12,96,52,1,1.92
AFR::CMR::North-West::Tubah Health District,North-West,2013-05-06,2013-05-12,2013-05-12,0,0,0,
AFR::CMR::Far North::Maga Health District,Far North,2011-02-07,2011-02-13,2011-02-13,0,0,0,
AFR::CMR::Far North::Makary Health District,Far North,2011-02-07,2011-02-13,2011-02-13,0,0,0,
AFR::CMR::Far North::Meri Health District,Far North,2011-02-07,2011-02-13,2011-02-13,0,0,0,
AFR::CMR::Far North::Mindif Health District,Far North,2011-02-07,2011-02-13,2011-02-13,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2011-02-07,2011-02-13,2011-02-13,0,0,0,
AFR::CMR::South::Meyomessala Health District,South,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::South::Mvangan Health District,South,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::South::Olamze Health District,South,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::South::Sangmelima Health District,South,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::South::Zoetele Health District,South,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::West::Bafang Health District,West,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::West::Baham Health District,West,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::West::Bamendjou Health District,West,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::West::Bandja Health District,West,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::West::Bandjoun Health District,West,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::Littoral::Abo Health District,Littoral,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Littoral::Boko Health District,Littoral,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Littoral::Bonassama Health District,Littoral,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::North::Poli Health District,North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::North::Rey Bouba Health District,North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::North::Tchollire Health District,North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::North::Touboro Health District,North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::North::Ngong Health District,North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Littoral::Boko Health District,Littoral,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Littoral::Bonassama Health District,Littoral,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Littoral::Cite des palmiers Health District,Littoral,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Littoral::Deido Health District,Littoral,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Littoral::Edea Health District,Littoral,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Littoral::Logbaba Health District,Littoral,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Littoral::Loum Health District,Littoral,2019-02-04,2019-02-10,2019-02-10,45,0,0,
AFR::CMR::Littoral::Logbaba Health District,Littoral,2011-07-25,2011-07-31,2011-07-31,56,24,0,0.0
AFR::CMR::Littoral::New Bell Health District,Littoral,2011-07-25,2011-07-31,2011-07-31,0,0,0,
AFR::CMR::Littoral::Edea Health District,Littoral,2011-07-25,2011-07-31,2011-07-31,39,10,0,0.0
AFR::CMR::Littoral::Bonassama Health District,Littoral,2011-07-25,2011-07-31,2011-07-31,90,0,0,
AFR::CMR::Littoral::Nylon Health District,Littoral,2011-07-25,2011-07-31,2011-07-31,117,0,0,
AFR::CMR::Littoral::Deido Health District,Littoral,2011-07-25,2011-07-31,2011-07-31,79,50,1,2.0
AFR::CMR::East::Abong Mbang Health District,East,2011-07-25,2011-07-31,2011-07-31,0,0,0,
AFR::CMR::North-West::Benakuma Health District,North-West,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::North-West::Fundong Health District,North-West,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::North-West::Kumbo West Health District,North-West,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::North-West::Mbengwi Health District,North-West,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::North-West::Ndop Health District,North-West,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Far North::Mokolo Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Far North::Mora Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Far North::Moulvoudaye Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Far North::Moutourwa Health District,Far North,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::North-West::Ndop Health District,North-West,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North-West::Ndu Health District,North-West,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North-West::Njikwa Health District,North-West,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North-West::Nkambe Health District,North-West,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North-West::Nwa Health District,North-West,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North-West::Santa Health District,North-West,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::Far North::Guere Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Guidiguis Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Hina Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Kaele Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Kar Hay Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Guere Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Guidiguis Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Hina Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Kaele Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Kar Hay Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Kolofata Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Koza Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Mada Health District,Far North,2012-08-20,2012-08-26,2012-08-26,0,0,0,
AFR::CMR::Far North::Mindif Health District,Far North,2015-09-07,2015-09-13,2015-09-13,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2015-09-07,2015-09-13,2015-09-13,0,0,0,
AFR::CMR::Far North::Mokolo Health District,Far North,2015-09-07,2015-09-13,2015-09-13,0,0,0,
AFR::CMR::Far North::Mora Health District,Far North,2015-09-07,2015-09-13,2015-09-13,0,0,0,
AFR::CMR::Far North::Moulvoudaye Health District,Far North,2015-09-07,2015-09-13,2015-09-13,81,21,0,0.0
AFR::CMR::Far North::Moutourwa Health District,Far North,2015-09-07,2015-09-13,2015-09-13,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2015-09-07,2015-09-13,2015-09-13,0,0,0,
AFR::CMR::Far North::Roua Health District,Far North,2015-09-07,2015-09-13,2015-09-13,113,43,0,0.0
AFR::CMR::Far North::Vele Health District,Far North,2015-09-07,2015-09-13,2015-09-13,0,0,0,
AFR::CMR::Far North::Yagoua Health District,Far North,2015-09-07,2015-09-13,2015-09-13,0,0,0,
AFR::CMR::Centre::Akonolinga Health District,Centre,2015-09-07,2015-09-13,2015-09-13,0,0,0,
AFR::CMR::West::Foumban Health District,West,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::West::Foumbot Health District,West,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::West::Galim Health District,West,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::West::Kekem Health District,West,2015-05-11,2015-05-17,2015-05-17,0,0,0,
