Region,reporting_date,TL,TR,sCh,cCh,deaths,CFR,rainfall_avg,temperature_avg,humidity_avg
Centre,2019-03-24,2019-03-18,2019-03-24,0,0,0,,3.52,25.87285714285714,78.7
Centre,2019-05-19,2019-05-13,2019-05-19,0,0,0,,5.401428571428572,25.07,80.74142857142859
Centre,2022-02-27,2022-02-21,2022-02-27,0,0,0,,0.002857142857142857,26.871428571428574,51.57857142857142
Centre,2022-03-06,2022-02-28,2022-03-06,0,0,0,,0.4271428571428571,26.62285714285714,68.38857142857142
Centre,2022-03-13,2022-03-07,2022-03-13,0,0,0,,11.831428571428571,24.575714285714287,85.95
Centre,2022-03-20,2022-03-14,2022-03-20,70,44,1,2.27,0.4485714285714287,25.210000000000004,76.38000000000001
Centre,2022-03-27,2022-03-21,2022-03-27,44,13,0,0.0,0.7114285714285715,26.38714285714286,73.2942857142857
Centre,2022-04-03,2022-03-28,2022-04-03,37,0,0,,0.8671428571428572,26.240000000000002,69.08714285714287
Centre,2022-04-10,2022-04-04,2022-04-10,39,24,0,0.0,1.0442857142857143,25.704285714285714,74.10571428571428
East,2018-01-07,2018-01-01,2018-01-07,0,0,0,,0.0,20.939999999999998,55.367142857142845
East,2018-01-14,2018-01-08,2018-01-14,0,0,0,,0.0,22.151428571428568,57.339999999999996
East,2018-01-21,2018-01-15,2018-01-21,0,0,0,,0.0,21.94,51.410000000000004
East,2018-01-28,2018-01-22,2018-01-28,0,0,0,,0.0,22.650000000000002,52.79714285714285
East,2018-02-04,2018-01-29,2018-02-04,0,0,0,,0.0,23.797142857142855,51.631428571428565
East,2018-02-11,2018-02-05,2018-02-11,0,0,0,,0.7814285714285715,26.351428571428574,54.19857142857143
East,2018-02-18,2018-02-12,2018-02-18,0,0,0,,2.902857142857143,25.834285714285716,70.04428571428572
East,2018-02-25,2018-02-19,2018-02-25,0,0,0,,2.9057142857142857,24.815714285714286,75.99857142857142
East,2018-03-04,2018-02-26,2018-03-04,0,0,0,,2.415714285714286,23.591428571428573,81.20285714285714
East,2018-03-11,2018-03-05,2018-03-11,0,0,0,,2.775714285714286,24.68285714285714,75.38285714285713
East,2018-03-18,2018-03-12,2018-03-18,0,0,0,,4.182857142857142,24.16571428571429,81.5642857142857
East,2018-03-25,2018-03-19,2018-03-25,0,0,0,,3.867142857142857,23.967142857142857,81.20714285714287
East,2018-04-01,2018-03-26,2018-04-01,1,1,0,0.0,1.4014285714285712,24.99,78.77714285714286
East,2018-04-08,2018-04-02,2018-04-08,0,0,0,,8.254285714285716,23.375714285714285,85.21857142857144
East,2018-04-15,2018-04-09,2018-04-15,0,0,0,,13.065714285714284,23.55,84.56285714285715
East,2018-04-22,2018-04-16,2018-04-22,0,0,0,,4.062857142857143,23.697142857142858,84.97285714285714
East,2018-04-29,2018-04-23,2018-04-29,0,0,0,,4.904285714285714,23.60285714285714,85.72571428571428
East,2018-05-06,2018-04-30,2018-05-06,0,0,0,,4.155714285714286,24.184285714285714,84.50571428571428
East,2018-05-13,2018-05-07,2018-05-13,0,0,0,,6.76,23.96142857142857,84.82428571428571
East,2018-05-20,2018-05-14,2018-05-20,0,0,0,,19.692857142857143,23.16,84.91428571428573
East,2018-05-27,2018-05-21,2018-05-27,0,0,0,,1.9500000000000004,23.354285714285716,84.90571428571431
East,2018-06-03,2018-05-28,2018-06-03,0,0,0,,4.767142857142857,23.454285714285714,85.11142857142856
East,2018-06-10,2018-06-04,2018-06-10,0,0,0,,1.6385714285714283,23.590000000000003,83.83285714285715
East,2018-06-17,2018-06-11,2018-06-17,0,0,0,,6.33142857142857,23.78857142857143,81.25714285714285
East,2018-06-24,2018-06-18,2018-06-24,39,0,0,,12.664285714285713,21.909999999999997,87.93857142857142
East,2018-07-01,2018-06-25,2018-07-01,0,0,0,,8.932857142857143,22.298571428571424,84.35571428571428
East,2018-07-08,2018-07-02,2018-07-08,0,0,0,,3.664285714285714,22.740000000000002,84.27857142857142
East,2018-07-15,2018-07-09,2018-07-15,0,0,0,,3.4471428571428575,23.0,80.23857142857143
East,2018-07-22,2018-07-16,2018-07-22,0,0,0,,20.261428571428574,22.437142857142856,85.46285714285713
East,2018-07-29,2018-07-23,2018-07-29,65,32,1,3.12,20.945714285714285,22.602857142857143,88.38571428571427
East,2018-08-05,2018-07-30,2018-08-05,0,0,0,,3.9414285714285713,22.552857142857142,86.37571428571427
East,2018-08-19,2018-08-13,2018-08-19,15,7,0,0.0,7.975714285714285,23.012857142857143,82.89999999999999
East,2018-09-02,2018-08-27,2018-09-02,0,0,0,,18.332857142857144,22.34857142857143,87.85142857142857
East,2018-09-09,2018-09-03,2018-09-09,0,0,0,,5.7942857142857145,22.562857142857137,86.4885714285714
East,2018-09-16,2018-09-10,2018-09-16,142,0,0,,5.28142857142857,22.917142857142856,83.47999999999999
East,2018-09-23,2018-09-17,2018-09-23,0,0,0,,8.571428571428571,23.062857142857137,85.42571428571429
East,2018-09-30,2018-09-24,2018-09-30,0,0,0,,4.811428571428571,22.949999999999996,84.96857142857142
East,2018-10-07,2018-10-01,2018-10-07,0,0,0,,4.2,22.914285714285715,85.82857142857142
East,2018-10-14,2018-10-08,2018-10-14,0,0,0,,16.722857142857144,22.942857142857147,86.97142857142858
East,2018-10-21,2018-10-15,2018-10-21,0,0,0,,3.8442857142857143,23.07857142857143,86.32714285714285
East,2018-10-28,2018-10-22,2018-10-28,0,0,0,,6.7442857142857155,22.975714285714282,87.69142857142856
East,2018-11-04,2018-10-29,2018-11-04,0,0,0,,8.032857142857143,23.037142857142857,86.53
East,2018-11-11,2018-11-05,2018-11-11,0,0,0,,0.6871428571428572,23.165714285714284,85.97857142857143
East,2018-11-18,2018-11-12,2018-11-18,0,0,0,,2.471428571428571,23.451428571428572,82.28857142857143
East,2018-11-25,2018-11-19,2018-11-25,0,0,0,,0.16142857142857145,23.442857142857143,80.24142857142859
East,2018-12-02,2018-11-26,2018-12-02,0,0,0,,0.18571428571428572,23.497142857142858,79.37142857142858
East,2018-12-16,2018-12-10,2018-12-16,0,0,0,,0.0014285714285714286,22.518571428571427,71.54857142857142
East,2018-12-23,2018-12-17,2018-12-23,0,0,0,,0.008571428571428572,21.361428571428572,67.27428571428571
East,2018-12-30,2018-12-24,2018-12-30,0,0,0,,0.03428571428571429,22.247142857142855,66.83285714285715
East,2019-01-06,2018-12-31,2019-01-06,0,0,0,,0.008571428571428572,22.57857142857143,66.69857142857141
East,2019-01-13,2019-01-07,2019-01-13,0,0,0,,0.0,22.919999999999998,61.744285714285716
East,2019-01-20,2019-01-14,2019-01-20,0,0,0,,0.0014285714285714286,23.207142857142856,56.18000000000001
East,2019-01-27,2019-01-21,2019-01-27,0,0,0,,0.20571428571428574,24.631428571428575,69.35714285714286
East,2019-02-03,2019-01-28,2019-02-03,0,0,0,,0.08285714285714287,24.74142857142857,61.00714285714287
East,2019-02-10,2019-02-04,2019-02-10,0,0,0,,0.004285714285714286,24.40142857142857,56.489999999999995
East,2019-02-17,2019-02-11,2019-02-17,18,10,0,0.0,0.0,24.608571428571427,55.857142857142854
East,2019-02-24,2019-02-18,2019-02-24,0,0,0,,0.0,25.430000000000003,68.93428571428572
East,2019-03-03,2019-02-25,2019-03-03,0,0,0,,4.06,24.074285714285715,76.02428571428572
East,2019-03-10,2019-03-04,2019-03-10,0,0,0,,1.4714285714285715,24.615714285714287,76.95142857142858
East,2019-03-17,2019-03-11,2019-03-17,0,0,0,,0.30714285714285705,25.542857142857144,75.59142857142857
East,2019-03-24,2019-03-18,2019-03-24,0,0,0,,2.3528571428571428,25.892857142857142,75.42428571428572
East,2019-05-19,2019-05-13,2019-05-19,39,10,0,0.0,5.207142857142857,24.68,81.05142857142857
Far North,2018-01-07,2018-01-01,2018-01-07,0,0,0,,0.0,21.574285714285715,14.65142857142857
Far North,2018-01-14,2018-01-08,2018-01-14,0,0,0,,0.0,22.988571428571426,12.870000000000001
Far North,2018-01-21,2018-01-15,2018-01-21,0,0,0,,0.0,23.562857142857144,11.482857142857142
Far North,2018-01-28,2018-01-22,2018-01-28,0,0,0,,0.0,23.768571428571427,15.721428571428572
Far North,2018-02-04,2018-01-29,2018-02-04,0,0,0,,0.0,24.738571428571426,11.51142857142857
Far North,2018-02-11,2018-02-05,2018-02-11,0,0,0,,0.0,29.064285714285713,11.034285714285716
Far North,2018-02-18,2018-02-12,2018-02-18,0,0,0,,0.13999999999999999,29.43,15.074285714285717
Far North,2018-02-25,2018-02-19,2018-02-25,0,0,0,,0.7042857142857143,30.89714285714286,23.729999999999997
Far North,2018-03-04,2018-02-26,2018-03-04,30,8,0,0.0,0.0,30.65285714285714,14.590000000000002
Far North,2018-03-11,2018-03-05,2018-03-11,0,0,0,,0.0,31.029999999999998,11.721428571428572
Far North,2018-03-18,2018-03-12,2018-03-18,0,0,0,,0.0,30.798571428571428,9.381428571428572
Far North,2018-03-25,2018-03-19,2018-03-25,0,0,0,,0.015714285714285715,32.09571428571429,20.827142857142857
Far North,2018-04-01,2018-03-26,2018-04-01,0,0,0,,0.004285714285714286,32.862857142857145,12.875714285714285
Far North,2018-04-08,2018-04-02,2018-04-08,0,0,0,,0.8428571428571429,32.48,17.122857142857143
Far North,2018-04-15,2018-04-09,2018-04-15,0,0,0,,0.15142857142857144,32.535714285714285,21.262857142857143
Far North,2018-04-22,2018-04-16,2018-04-22,1,1,0,0.0,0.11857142857142858,33.644285714285715,33.722857142857144
Far North,2018-04-29,2018-04-23,2018-04-29,0,0,0,,0.06142857142857144,34.39142857142857,37.631428571428565
Far North,2018-05-06,2018-04-30,2018-05-06,0,0,0,,3.4814285714285718,33.19714285714285,47.019999999999996
Far North,2018-05-13,2018-05-07,2018-05-13,127,63,2,3.17,3.397142857142857,28.7,66.15714285714286
Far North,2018-05-20,2018-05-14,2018-05-20,0,0,0,,1.9385714285714286,30.102857142857143,57.65714285714285
Far North,2018-05-27,2018-05-21,2018-05-27,138,95,1,1.05,3.301428571428571,29.368571428571432,63.61571428571428
Far North,2018-06-03,2018-05-28,2018-06-03,0,0,0,,3.2271428571428578,28.68142857142857,66.63714285714286
Far North,2018-06-10,2018-06-04,2018-06-10,0,0,0,,3.9699999999999998,29.805714285714284,61.988571428571426
Far North,2018-06-17,2018-06-11,2018-06-17,0,0,0,,2.45,29.294285714285717,63.93714285714286
Far North,2018-06-24,2018-06-18,2018-06-24,0,0,0,,10.244285714285715,26.451428571428572,73.18857142857142
Far North,2018-07-01,2018-06-25,2018-07-01,113,47,1,2.13,3.1685714285714286,26.650000000000002,72.78857142857143
Far North,2018-07-08,2018-07-02,2018-07-08,0,0,0,,2.6799999999999997,26.648571428571426,73.18857142857144
Far North,2018-07-15,2018-07-09,2018-07-15,0,0,0,,7.6571428571428575,26.84714285714286,73.50142857142858
Far North,2018-07-22,2018-07-16,2018-07-22,0,0,0,,11.244285714285715,25.69857142857143,80.19000000000001
Far North,2018-07-29,2018-07-23,2018-07-29,0,0,0,,8.93142857142857,25.74142857142857,81.92
Far North,2018-08-05,2018-07-30,2018-08-05,0,0,0,,7.8757142857142854,24.538571428571426,85.43999999999998
Far North,2018-08-19,2018-08-13,2018-08-19,0,0,0,,13.295714285714284,25.24,84.60714285714286
Far North,2018-09-02,2018-08-27,2018-09-02,0,0,0,,7.361428571428571,25.207142857142856,83.89857142857144
Far North,2018-09-09,2018-09-03,2018-09-09,0,0,0,,8.69857142857143,24.642857142857142,87.81999999999998
Far North,2018-09-16,2018-09-10,2018-09-16,0,0,0,,4.611428571428571,25.30285714285714,82.46571428571428
Far North,2018-09-23,2018-09-17,2018-09-23,0,0,0,,5.214285714285714,25.90285714285714,81.30285714285712
Far North,2018-09-30,2018-09-24,2018-09-30,0,0,0,,2.228571428571429,26.271428571428572,80.24285714285713
Far North,2018-10-07,2018-10-01,2018-10-07,83,52,2,3.85,1.6371428571428572,26.222857142857144,81.86857142857143
Far North,2018-10-14,2018-10-08,2018-10-14,17,0,1,,0.6885714285714286,26.599999999999998,77.87142857142858
Far North,2018-10-21,2018-10-15,2018-10-21,53,18,0,0.0,0.005714285714285714,26.942857142857147,66.13714285714286
Far North,2018-10-28,2018-10-22,2018-10-28,119,50,1,2.0,0.4771428571428572,27.224285714285717,70.84142857142857
Far North,2018-11-04,2018-10-29,2018-11-04,91,37,1,2.7,0.5085714285714286,27.737142857142857,58.46714285714286
Far North,2018-11-11,2018-11-05,2018-11-11,64,0,0,,0.20285714285714287,26.67428571428572,51.62142857142857
Far North,2018-11-18,2018-11-12,2018-11-18,24,8,0,0.0,0.0,27.087142857142858,47.519999999999996
Far North,2018-11-25,2018-11-19,2018-11-25,36,14,0,0.0,0.0,26.824285714285715,35.64142857142857
Far North,2018-12-02,2018-11-26,2018-12-02,28,9,0,0.0,0.0,27.404285714285717,24.724285714285713
Far North,2018-12-09,2018-12-03,2018-12-09,39,0,0,,0.0,26.438571428571432,22.66714285714286
Far North,2018-12-16,2018-12-10,2018-12-16,0,0,0,,0.0,26.057142857142857,20.515714285714278
Far North,2018-12-23,2018-12-17,2018-12-23,27,15,0,0.0,0.0,24.38571428571429,19.15142857142857
Far North,2018-12-30,2018-12-24,2018-12-30,44,0,0,,0.0,24.285714285714285,22.637142857142855
Far North,2019-01-06,2018-12-31,2019-01-06,0,0,0,,0.0,25.08142857142857,19.57428571428571
Far North,2019-01-13,2019-01-07,2019-01-13,0,0,0,,0.0,25.560000000000002,18.557142857142853
Far North,2019-01-20,2019-01-14,2019-01-20,0,0,0,,0.0,25.11285714285714,13.074285714285713
Far North,2019-01-27,2019-01-21,2019-01-27,0,0,0,,0.0,28.215714285714288,13.737142857142855
Far North,2019-02-03,2019-01-28,2019-02-03,0,0,0,,0.0,27.224285714285713,9.515714285714283
Far North,2019-02-10,2019-02-04,2019-02-10,0,0,0,,0.0,26.832857142857144,11.145714285714288
Far North,2019-02-17,2019-02-11,2019-02-17,0,0,0,,0.0,25.830000000000002,13.845714285714289
Far North,2019-02-24,2019-02-18,2019-02-24,0,0,0,,0.012857142857142859,29.812857142857144,16.914285714285715
Far North,2019-03-03,2019-02-25,2019-03-03,0,0,0,,0.018571428571428572,30.534285714285716,21.004285714285714
Far North,2019-03-10,2019-03-04,2019-03-10,0,0,0,,0.0,31.247142857142858,15.23857142857143
Far North,2019-03-17,2019-03-11,2019-03-17,0,0,0,,0.0,31.56142857142857,9.767142857142858
Far North,2019-03-24,2019-03-18,2019-03-24,0,0,0,,0.0,33.392857142857146,14.148571428571428
Far North,2019-05-19,2019-05-13,2019-05-19,47,29,0,0.0,1.7285714285714284,31.92571428571429,45.542857142857144
Far North,2019-07-07,2019-07-01,2019-07-07,38,25,2,8.0,4.160000000000001,27.23,76.41714285714286
Far North,2019-07-14,2019-07-08,2019-07-14,111,66,2,3.03,13.911428571428571,24.987142857142857,83.35571428571428
Far North,2019-07-21,2019-07-15,2019-07-21,28,0,0,,5.927142857142857,25.40142857142857,83.06285714285715
Far North,2019-07-28,2019-07-22,2019-07-28,84,24,1,4.17,3.3528571428571428,25.944285714285712,81.50571428571428
Far North,2019-08-04,2019-07-29,2019-08-04,2,1,0,0.0,6.162857142857143,25.202857142857145,84.92857142857143
Far North,2019-08-11,2019-08-05,2019-08-11,27,15,0,0.0,7.625714285714286,24.640000000000004,86.72714285714285
Far North,2019-08-18,2019-08-12,2019-08-18,79,21,0,0.0,2.7328571428571427,24.79714285714286,84.62142857142858
Far North,2019-08-25,2019-08-19,2019-08-25,76,0,0,,7.942857142857142,24.392857142857142,84.49857142857141
Far North,2019-09-01,2019-08-26,2019-09-01,101,67,1,1.49,4.785714285714286,25.025714285714287,84.47857142857143
Far North,2019-09-08,2019-09-02,2019-09-08,66,35,2,5.71,3.1471428571428572,25.722857142857144,81.57285714285715
Far North,2019-09-15,2019-09-09,2019-09-15,109,36,1,2.78,7.185714285714285,25.162857142857142,84.62428571428573
Far North,2019-09-22,2019-09-16,2019-09-22,98,62,1,1.61,3.815714285714286,25.99714285714285,81.17714285714285
Far North,2019-09-29,2019-09-23,2019-09-29,5,3,0,0.0,1.8657142857142854,26.367142857142856,78.67285714285715
Far North,2019-10-06,2019-09-30,2019-10-06,77,0,0,,3.8114285714285714,25.225714285714282,81.63857142857144
Far North,2019-10-13,2019-10-07,2019-10-13,114,64,1,1.56,4.07,25.695714285714285,81.06142857142856
Far North,2019-10-20,2019-10-14,2019-10-20,54,30,1,3.33,3.262857142857143,25.645714285714284,80.68714285714285
Far North,2019-10-27,2019-10-21,2019-10-27,106,62,2,3.23,2.02,25.767142857142858,79.65
Far North,2019-11-03,2019-10-28,2019-11-03,37,16,0,0.0,0.0,26.610000000000003,66.85571428571428
Far North,2019-11-10,2019-11-04,2019-11-10,16,5,0,0.0,0.0,26.421428571428574,58.74285714285714
Far North,2019-11-24,2019-11-18,2019-11-24,0,0,0,,0.0,26.747142857142858,51.287142857142854
Far North,2022-10-21,2022-10-10,2022-10-21,176,0,0,,0.2583333333333333,26.326666666666668,73.05583333333334
Littoral,2018-01-07,2018-01-01,2018-01-07,0,0,0,,0.9828571428571429,25.900000000000002,76.18571428571428
Littoral,2018-01-14,2018-01-08,2018-01-14,0,0,0,,1.067142857142857,26.732857142857142,81.41857142857144
Littoral,2018-01-21,2018-01-15,2018-01-21,0,0,0,,0.11428571428571428,26.76142857142857,80.96142857142857
Littoral,2018-01-28,2018-01-22,2018-01-28,0,0,0,,0.15428571428571428,26.591428571428573,80.66714285714285
Littoral,2018-02-04,2018-01-29,2018-02-04,0,0,0,,0.42142857142857143,27.69142857142857,77.99571428571429
Littoral,2018-02-11,2018-02-05,2018-02-11,0,0,0,,8.354285714285714,27.581428571428575,85.78142857142858
Littoral,2018-02-18,2018-02-12,2018-02-18,45,16,0,0.0,11.17,26.81857142857143,88.80999999999999
Littoral,2018-02-25,2018-02-19,2018-02-25,0,0,0,,5.875714285714286,26.235714285714288,88.45714285714287
Littoral,2018-03-04,2018-02-26,2018-03-04,0,0,0,,5.952857142857143,25.881428571428568,88.48285714285714
Littoral,2018-03-11,2018-03-05,2018-03-11,36,0,0,,6.731428571428572,26.419999999999998,87.9457142857143
Littoral,2018-03-18,2018-03-12,2018-03-18,38,0,0,,2.275714285714286,26.389999999999997,88.98857142857143
Littoral,2018-03-25,2018-03-19,2018-03-25,0,0,0,,5.882857142857143,26.428571428571423,87.11
Littoral,2018-04-01,2018-03-26,2018-04-01,0,0,0,,2.3000000000000003,27.139999999999997,87.27285714285713
Littoral,2018-04-08,2018-04-02,2018-04-08,56,32,0,0.0,7.308571428571428,26.391428571428573,88.65428571428572
Littoral,2018-04-15,2018-04-09,2018-04-15,0,0,0,,5.907142857142857,25.937142857142856,89.60000000000001
Littoral,2018-04-22,2018-04-16,2018-04-22,0,0,0,,2.468571428571429,26.852857142857143,86.42428571428572
Littoral,2018-04-29,2018-04-23,2018-04-29,0,0,0,,3.404285714285714,26.91142857142857,86.08142857142857
Littoral,2018-05-06,2018-04-30,2018-05-06,0,0,0,,5.774285714285715,27.014285714285712,88.0842857142857
Littoral,2018-05-13,2018-05-07,2018-05-13,0,0,0,,4.5685714285714285,26.295714285714286,88.2242857142857
Littoral,2018-05-20,2018-05-14,2018-05-20,37,0,0,,2.615714285714286,26.604285714285716,86.81714285714285
Littoral,2018-05-27,2018-05-21,2018-05-27,0,0,0,,2.88,26.09714285714286,88.99142857142856
Littoral,2018-06-03,2018-05-28,2018-06-03,0,0,0,,6.499999999999999,26.447142857142854,88.14142857142858
Littoral,2018-06-10,2018-06-04,2018-06-10,45,0,0,,6.062857142857142,25.959999999999997,90.77
Littoral,2018-06-17,2018-06-11,2018-06-17,0,0,0,,4.191428571428571,26.372857142857146,88.01285714285714
Littoral,2018-06-24,2018-06-18,2018-06-24,49,32,0,0.0,20.742857142857144,24.794285714285717,90.04857142857142
Littoral,2018-07-01,2018-06-25,2018-07-01,0,0,0,,10.151428571428571,25.02,90.22285714285714
Littoral,2018-07-08,2018-07-02,2018-07-08,0,0,0,,3.5985714285714288,25.95,86.49142857142856
Littoral,2018-07-15,2018-07-09,2018-07-15,47,0,0,,4.038571428571428,25.93428571428571,87.02714285714285
Littoral,2018-07-22,2018-07-16,2018-07-22,94,63,0,0.0,12.032857142857143,25.049999999999994,91.33
Littoral,2018-07-29,2018-07-23,2018-07-29,62,19,0,0.0,19.131428571428575,24.75428571428571,91.47142857142856
Littoral,2018-08-05,2018-07-30,2018-08-05,56,33,0,0.0,6.807142857142857,24.607142857142858,89.89571428571428
Littoral,2018-08-19,2018-08-13,2018-08-19,0,0,0,,17.46142857142857,25.03,90.30571428571429
Littoral,2018-09-02,2018-08-27,2018-09-02,34,19,0,0.0,17.754285714285714,25.062857142857144,89.43285714285715
Littoral,2018-09-09,2018-09-03,2018-09-09,128,0,0,,9.150000000000002,24.919999999999998,91.93857142857142
Littoral,2018-09-16,2018-09-10,2018-09-16,146,0,0,,5.381428571428572,25.881428571428568,86.38714285714285
Littoral,2018-09-23,2018-09-17,2018-09-23,0,0,0,,10.167142857142858,25.97714285714286,88.76428571428572
Littoral,2018-09-30,2018-09-24,2018-09-30,36,0,0,,4.595714285714286,25.92142857142857,88.38857142857144
Littoral,2018-10-07,2018-10-01,2018-10-07,0,0,0,,13.535714285714286,26.017142857142854,87.86571428571428
Littoral,2018-10-14,2018-10-08,2018-10-14,63,38,0,0.0,9.938571428571427,25.372857142857146,91.0442857142857
Littoral,2018-10-21,2018-10-15,2018-10-21,0,0,0,,4.158571428571428,26.448571428571427,86.18285714285715
Littoral,2018-10-28,2018-10-22,2018-10-28,0,0,0,,5.081428571428572,26.592857142857138,86.56857142857143
Littoral,2018-11-04,2018-10-29,2018-11-04,83,0,0,,10.514285714285714,26.412857142857145,87.83142857142857
Littoral,2018-11-11,2018-11-05,2018-11-11,0,0,0,,4.777142857142857,26.58857142857143,88.05142857142856
Littoral,2018-11-18,2018-11-12,2018-11-18,0,0,0,,5.387142857142857,26.66571428571429,88.28428571428572
Littoral,2018-11-25,2018-11-19,2018-11-25,0,0,0,,2.565714285714286,26.868571428571425,88.00285714285714
Littoral,2018-12-02,2018-11-26,2018-12-02,0,0,0,,0.23857142857142857,26.71142857142857,86.91142857142857
Littoral,2018-12-16,2018-12-10,2018-12-16,53,31,1,3.23,0.26285714285714284,27.14428571428572,82.96857142857142
