Region,reporting_date,TL,TR,sCh,cCh,deaths,CFR
Littoral,2018-06-17,2018-06-11,2018-06-17,0,0,0,
Littoral,2018-06-24,2018-06-18,2018-06-24,49,32,0,0.0
Littoral,2018-07-01,2018-06-25,2018-07-01,0,0,0,
Littoral,2018-07-08,2018-07-02,2018-07-08,0,0,0,
Littoral,2018-07-15,2018-07-09,2018-07-15,47,0,0,
Littoral,2018-07-22,2018-07-16,2018-07-22,94,63,0,0.0
Littoral,2018-07-29,2018-07-23,2018-07-29,62,19,0,0.0
Littoral,2018-08-05,2018-07-30,2018-08-05,56,33,0,0.0
Littoral,2018-08-19,2018-08-13,2018-08-19,0,0,0,
Littoral,2018-09-02,2018-08-27,2018-09-02,34,19,0,0.0
Littoral,2018-09-09,2018-09-03,2018-09-09,128,0,0,
Littoral,2018-09-16,2018-09-10,2018-09-16,146,0,0,
Littoral,2018-09-23,2018-09-17,2018-09-23,0,0,0,
Littoral,2018-09-30,2018-09-24,2018-09-30,36,0,0,
Littoral,2018-10-07,2018-10-01,2018-10-07,0,0,0,
Littoral,2018-10-14,2018-10-08,2018-10-14,63,38,0,0.0
Littoral,2018-10-21,2018-10-15,2018-10-21,0,0,0,
Littoral,2018-10-28,2018-10-22,2018-10-28,0,0,0,
Littoral,2018-11-04,2018-10-29,2018-11-04,83,0,0,
Littoral,2018-11-11,2018-11-05,2018-11-11,0,0,0,
Littoral,2018-11-18,2018-11-12,2018-11-18,0,0,0,
Littoral,2018-11-25,2018-11-19,2018-11-25,0,0,0,
Littoral,2018-12-02,2018-11-26,2018-12-02,0,0,0,
Littoral,2018-12-16,2018-12-10,2018-12-16,53,31,1,3.23
Littoral,2018-12-23,2018-12-17,2018-12-23,0,0,0,
Littoral,2018-12-30,2018-12-24,2018-12-30,0,0,0,
Littoral,2019-01-06,2018-12-31,2019-01-06,0,0,0,
Littoral,2019-01-13,2019-01-07,2019-01-13,0,0,0,
Littoral,2019-01-20,2019-01-14,2019-01-20,0,0,0,
Littoral,2019-01-27,2019-01-21,2019-01-27,0,0,0,
Littoral,2019-02-03,2019-01-28,2019-02-03,0,0,0,
Littoral,2019-02-10,2019-02-04,2019-02-10,0,0,0,
Littoral,2019-02-17,2019-02-11,2019-02-17,0,0,0,
Littoral,2019-02-24,2019-02-18,2019-02-24,0,0,0,
Littoral,2019-03-03,2019-02-25,2019-03-03,0,0,0,
Littoral,2019-03-10,2019-03-04,2019-03-10,0,0,0,
Littoral,2019-03-17,2019-03-11,2019-03-17,0,0,0,
Littoral,2019-03-24,2019-03-18,2019-03-24,0,0,0,
Littoral,2019-05-19,2019-05-13,2019-05-19,60,0,0,
Littoral,2022-12-31,2021-10-01,2022-12-31,7411,2639,127,4.81
Littoral,2022-01-09,2022-01-03,2022-01-09,10,2,0,0.0
Littoral,2022-01-16,2022-01-10,2022-01-16,45,27,1,3.7
Littoral,2022-01-23,2022-01-17,2022-01-23,0,0,0,
Littoral,2022-01-30,2022-01-24,2022-01-30,37,0,0,
Littoral,2022-02-06,2022-01-31,2022-02-06,48,0,0,
Littoral,2022-02-13,2022-02-07,2022-02-13,29,19,0,0.0
Littoral,2022-02-20,2022-02-14,2022-02-20,42,12,0,0.0
Littoral,2022-02-27,2022-02-21,2022-02-27,0,0,0,
Littoral,2022-03-13,2022-03-07,2022-03-13,57,0,0,
Littoral,2022-03-20,2022-03-14,2022-03-20,136,82,0,0.0
Littoral,2022-03-27,2022-03-21,2022-03-27,221,126,1,0.79
Littoral,2022-04-03,2022-03-28,2022-04-03,300,0,0,
Littoral,2022-04-10,2022-04-04,2022-04-10,218,90,1,1.11
Littoral,2022-04-17,2022-04-11,2022-04-17,0,0,0,
Littoral,2022-04-24,2022-04-18,2022-04-24,102,51,1,1.96
Littoral,2022-05-01,2022-04-25,2022-05-01,181,73,2,2.74
Littoral,2022-05-08,2022-05-02,2022-05-08,130,76,1,1.32
Littoral,2022-05-15,2022-05-09,2022-05-15,113,62,2,3.23
Littoral,2022-05-22,2022-05-16,2022-05-22,133,64,0,0.0
Littoral,2022-05-29,2022-05-23,2022-05-29,158,0,0,
Littoral,2022-06-05,2022-05-30,2022-06-05,122,0,0,
Littoral,2022-06-12,2022-06-06,2022-06-12,136,35,2,5.71
Littoral,2022-06-19,2022-06-13,2022-06-19,85,28,1,3.57
Littoral,2022-06-26,2022-06-20,2022-06-26,139,87,2,2.3
North,2018-01-07,2018-01-01,2018-01-07,0,0,0,
North,2018-01-14,2018-01-08,2018-01-14,0,0,0,
North,2018-01-21,2018-01-15,2018-01-21,0,0,0,
North,2018-01-28,2018-01-22,2018-01-28,0,0,0,
North,2018-02-04,2018-01-29,2018-02-04,0,0,0,
North,2018-02-11,2018-02-05,2018-02-11,0,0,0,
North,2018-02-18,2018-02-12,2018-02-18,0,0,0,
North,2018-02-25,2018-02-19,2018-02-25,0,0,0,
North,2018-03-04,2018-02-26,2018-03-04,0,0,0,
North,2018-03-11,2018-03-05,2018-03-11,0,0,0,
North,2018-03-18,2018-03-12,2018-03-18,0,0,0,
North,2018-03-25,2018-03-19,2018-03-25,0,0,0,
North,2018-04-01,2018-03-26,2018-04-01,0,0,0,
North,2018-04-08,2018-04-02,2018-04-08,0,0,0,
North,2018-04-15,2018-04-09,2018-04-15,0,0,0,
North,2018-04-22,2018-04-16,2018-04-22,0,0,0,
North,2018-04-29,2018-04-23,2018-04-29,0,0,0,
North,2018-05-06,2018-04-30,2018-05-06,0,0,0,
North,2018-05-13,2018-05-07,2018-05-13,0,0,0,
North,2018-09-30,2018-09-24,2018-09-30,50,19,0,0.0
North,2018-10-07,2018-10-01,2018-10-07,60,25,1,4.0
North,2018-10-14,2018-10-08,2018-10-14,46,20,0,0.0
North,2018-10-21,2018-10-15,2018-10-21,88,20,0,0.0
North,2018-10-28,2018-10-22,2018-10-28,32,0,0,
North,2018-11-04,2018-10-29,2018-11-04,55,33,1,3.03
North,2018-11-11,2018-11-05,2018-11-11,57,27,1,3.7
North,2018-11-18,2018-11-12,2018-11-18,48,0,0,
North,2018-11-25,2018-11-19,2018-11-25,59,16,0,0.0
North,2018-12-02,2018-11-26,2018-12-02,21,10,0,0.0
North,2018-12-16,2018-12-10,2018-12-16,0,0,0,
North,2018-12-23,2018-12-17,2018-12-23,0,0,0,
North,2018-12-30,2018-12-24,2018-12-30,0,0,0,
North,2019-01-06,2018-12-31,2019-01-06,30,19,0,0.0
North,2019-01-13,2019-01-07,2019-01-13,0,0,0,
North,2019-01-20,2019-01-14,2019-01-20,29,8,0,0.0
North,2019-01-27,2019-01-21,2019-01-27,42,0,0,
North,2019-02-03,2019-01-28,2019-02-03,0,0,0,
North,2019-02-10,2019-02-04,2019-02-10,0,0,0,
North,2019-02-17,2019-02-11,2019-02-17,0,0,0,
North,2019-02-24,2019-02-18,2019-02-24,14,5,0,0.0
North,2019-03-03,2019-02-25,2019-03-03,34,8,0,0.0
North,2019-03-10,2019-03-04,2019-03-10,21,10,0,0.0
North,2019-03-17,2019-03-11,2019-03-17,18,0,0,
North,2019-03-24,2019-03-18,2019-03-24,26,0,0,
North,2019-03-31,2019-03-25,2019-03-31,28,11,0,0.0
North,2019-04-07,2019-04-01,2019-04-07,46,16,0,0.0
North,2019-04-14,2019-04-08,2019-04-14,47,28,0,0.0
North,2019-04-21,2019-04-15,2019-04-21,58,25,0,0.0
North,2019-04-28,2019-04-22,2019-04-28,0,0,0,
North,2019-05-05,2019-04-29,2019-05-05,0,0,0,
North,2019-05-12,2019-05-06,2019-05-12,32,16,0,0.0
North,2019-05-19,2019-05-13,2019-05-19,0,0,0,
North,2019-05-26,2019-05-20,2019-05-26,46,28,1,3.57
North,2019-06-02,2019-05-27,2019-06-02,32,9,0,0.0
North,2019-06-09,2019-06-03,2019-06-09,83,24,0,0.0
North,2019-06-23,2019-06-17,2019-06-23,46,22,1,4.55
North,2019-06-30,2019-06-24,2019-06-30,111,72,1,1.39
North,2019-07-07,2019-07-01,2019-07-07,65,24,1,4.17
North,2019-07-14,2019-07-08,2019-07-14,40,0,0,
North,2019-07-21,2019-07-15,2019-07-21,108,48,1,2.08
North,2019-07-28,2019-07-22,2019-07-28,28,11,0,0.0
North,2019-08-04,2019-07-29,2019-08-04,26,0,0,
North,2019-08-11,2019-08-05,2019-08-11,34,17,1,5.88
North,2019-08-18,2019-08-12,2019-08-18,125,58,0,0.0
North,2019-08-25,2019-08-19,2019-08-25,68,36,0,0.0
North,2019-09-01,2019-08-26,2019-09-01,0,0,0,
North,2019-09-08,2019-09-02,2019-09-08,91,48,3,6.25
North,2019-09-15,2019-09-09,2019-09-15,54,0,0,
North,2019-09-22,2019-09-16,2019-09-22,101,40,1,2.5
North,2019-09-29,2019-09-23,2019-09-29,0,0,0,
North,2019-10-06,2019-09-30,2019-10-06,115,0,0,
North,2019-10-13,2019-10-07,2019-10-13,108,37,0,0.0
North,2019-11-03,2019-10-28,2019-11-03,30,18,0,0.0
North,2019-11-17,2019-11-11,2019-11-17,0,0,0,
North,2019-12-01,2019-11-25,2019-12-01,17,5,0,0.0
North,2019-12-15,2019-12-09,2019-12-15,66,33,0,0.0
North,2022-02-13,2022-02-07,2022-02-13,0,0,0,
North,2022-02-20,2022-02-14,2022-02-20,0,0,0,
North,2022-02-27,2022-02-21,2022-02-27,0,0,0,
North,2022-03-27,2022-03-21,2022-03-27,0,0,0,
North,2022-04-03,2022-03-28,2022-04-03,0,0,0,
North,2022-04-10,2022-04-04,2022-04-10,0,0,0,
North-West,2018-01-07,2018-01-01,2018-01-07,0,0,0,
North-West,2018-01-14,2018-01-08,2018-01-14,0,0,0,
North-West,2018-01-21,2018-01-15,2018-01-21,0,0,0,
North-West,2018-01-28,2018-01-22,2018-01-28,0,0,0,
North-West,2018-02-04,2018-01-29,2018-02-04,0,0,0,
North-West,2018-02-11,2018-02-05,2018-02-11,0,0,0,
North-West,2018-02-18,2018-02-12,2018-02-18,0,0,0,
North-West,2018-02-25,2018-02-19,2018-02-25,0,0,0,
North-West,2018-03-04,2018-02-26,2018-03-04,0,0,0,
North-West,2018-03-11,2018-03-05,2018-03-11,0,0,0,
North-West,2018-03-18,2018-03-12,2018-03-18,0,0,0,
North-West,2018-03-25,2018-03-19,2018-03-25,0,0,0,
North-West,2018-04-01,2018-03-26,2018-04-01,0,0,0,
North-West,2018-04-08,2018-04-02,2018-04-08,0,0,0,
North-West,2018-04-15,2018-04-09,2018-04-15,0,0,0,
North-West,2018-04-22,2018-04-16,2018-04-22,0,0,0,
North-West,2018-04-29,2018-04-23,2018-04-29,0,0,0,
North-West,2018-05-06,2018-04-30,2018-05-06,0,0,0,
North-West,2018-05-13,2018-05-07,2018-05-13,0,0,0,
North-West,2018-05-20,2018-05-14,2018-05-20,58,36,0,0.0
North-West,2018-05-27,2018-05-21,2018-05-27,0,0,0,
North-West,2018-06-03,2018-05-28,2018-06-03,0,0,0,
North-West,2018-06-10,2018-06-04,2018-06-10,0,0,0,
North-West,2018-06-17,2018-06-11,2018-06-17,0,0,0,
North-West,2018-06-24,2018-06-18,2018-06-24,121,64,1,1.56
North-West,2018-07-01,2018-06-25,2018-07-01,0,0,0,
North-West,2018-07-08,2018-07-02,2018-07-08,0,0,0,
North-West,2018-07-15,2018-07-09,2018-07-15,0,0,0,
North-West,2018-07-22,2018-07-16,2018-07-22,0,0,0,
North-West,2018-07-29,2018-07-23,2018-07-29,0,0,0,
North-West,2018-08-05,2018-07-30,2018-08-05,0,0,0,
North-West,2018-08-12,2018-08-06,2018-08-12,0,0,0,
North-West,2018-08-19,2018-08-13,2018-08-19,0,0,0,
North-West,2018-09-02,2018-08-27,2018-09-02,0,0,0,
North-West,2018-09-09,2018-09-03,2018-09-09,0,0,0,
North-West,2018-09-16,2018-09-10,2018-09-16,0,0,0,
North-West,2018-09-23,2018-09-17,2018-09-23,0,0,0,
North-West,2018-09-30,2018-09-24,2018-09-30,0,0,0,
North-West,2018-10-07,2018-10-01,2018-10-07,0,0,0,
North-West,2018-10-14,2018-10-08,2018-10-14,148,34,0,0.0
North-West,2018-10-21,2018-10-15,2018-10-21,0,0,0,
North-West,2018-10-28,2018-10-22,2018-10-28,0,0,0,
North-West,2018-11-04,2018-10-29,2018-11-04,0,0,0,
North-West,2018-11-11,2018-11-05,2018-11-11,0,0,0,
North-West,2018-11-18,2018-11-12,2018-11-18,0,0,0,
North-West,2018-11-25,2018-11-19,2018-11-25,0,0,0,
North-West,2018-12-02,2018-11-26,2018-12-02,0,0,0,
North-West,2018-12-16,2018-12-10,2018-12-16,0,0,0,
North-West,2018-12-23,2018-12-17,2018-12-23,0,0,0,
North-West,2018-12-30,2018-12-24,2018-12-30,6,0,0,
North-West,2019-01-06,2018-12-31,2019-01-06,0,0,0,
North-West,2019-01-13,2019-01-07,2019-01-13,0,0,0,
North-West,2019-01-20,2019-01-14,2019-01-20,0,0,0,
North-West,2019-01-27,2019-01-21,2019-01-27,0,0,0,
North-West,2019-02-03,2019-01-28,2019-02-03,0,0,0,
North-West,2019-02-10,2019-02-04,2019-02-10,0,0,0,
North-West,2019-02-17,2019-02-11,2019-02-17,0,0,0,
North-West,2019-02-24,2019-02-18,2019-02-24,0,0,0,
North-West,2019-03-03,2019-02-25,2019-03-03,0,0,0,
North-West,2019-03-10,2019-03-04,2019-03-10,0,0,0,
North-West,2019-03-17,2019-03-11,2019-03-17,0,0,0,
North-West,2019-03-24,2019-03-18,2019-03-24,0,0,0,
North-West,2019-05-19,2019-05-13,2019-05-19,0,0,0,
South,2018-01-07,2018-01-01,2018-01-07,0,0,0,
South,2018-01-14,2018-01-08,2018-01-14,0,0,0,
South,2018-01-21,2018-01-15,2018-01-21,0,0,0,
South,2018-01-28,2018-01-22,2018-01-28,14,7,0,0.0
South,2018-02-04,2018-01-29,2018-02-04,0,0,0,
South,2018-02-11,2018-02-05,2018-02-11,0,0,0,
South,2018-02-18,2018-02-12,2018-02-18,0,0,0,
South,2018-02-25,2018-02-19,2018-02-25,37,23,0,0.0
South,2018-03-04,2018-02-26,2018-03-04,0,0,0,
South,2018-03-11,2018-03-05,2018-03-11,0,0,0,
South,2018-03-18,2018-03-12,2018-03-18,0,0,0,
South,2018-03-25,2018-03-19,2018-03-25,0,0,0,
South,2018-04-01,2018-03-26,2018-04-01,0,0,0,
South,2018-04-08,2018-04-02,2018-04-08,0,0,0,
South,2018-04-15,2018-04-09,2018-04-15,0,0,0,
South,2018-04-22,2018-04-16,2018-04-22,0,0,0,
South,2018-04-29,2018-04-23,2018-04-29,0,0,0,
South,2018-05-06,2018-04-30,2018-05-06,0,0,0,
South,2018-05-13,2018-05-07,2018-05-13,0,0,0,
South,2018-05-20,2018-05-14,2018-05-20,0,0,0,
South,2018-05-27,2018-05-21,2018-05-27,0,0,0,
South,2018-06-03,2018-05-28,2018-06-03,0,0,0,
South,2018-06-10,2018-06-04,2018-06-10,0,0,0,
South,2018-06-17,2018-06-11,2018-06-17,0,0,0,
South,2018-06-24,2018-06-18,2018-06-24,0,0,0,
South,2018-07-01,2018-06-25,2018-07-01,0,0,0,
South,2018-07-08,2018-07-02,2018-07-08,0,0,0,
South,2018-07-15,2018-07-09,2018-07-15,0,0,0,
South,2018-07-22,2018-07-16,2018-07-22,0,0,0,
South,2018-07-29,2018-07-23,2018-07-29,0,0,0,
South,2018-08-05,2018-07-30,2018-08-05,0,0,0,
South,2018-08-19,2018-08-13,2018-08-19,0,0,0,
South,2018-09-02,2018-08-27,2018-09-02,0,0,0,
South,2018-09-09,2018-09-03,2018-09-09,0,0,0,
South,2018-09-16,2018-09-10,2018-09-16,0,0,0,
South,2018-09-23,2018-09-17,2018-09-23,0,0,0,
South,2018-09-30,2018-09-24,2018-09-30,0,0,0,
South,2018-10-07,2018-10-01,2018-10-07,61,0,0,
South,2018-10-14,2018-10-08,2018-10-14,35,23,0,0.0
South,2018-10-21,2018-10-15,2018-10-21,0,0,0,
South,2018-10-28,2018-10-22,2018-10-28,0,0,0,
South,2018-11-04,2018-10-29,2018-11-04,0,0,0,
South,2018-11-11,2018-11-05,2018-11-11,0,0,0,
South,2018-11-18,2018-11-12,2018-11-18,0,0,0,
South,2018-11-25,2018-11-19,2018-11-25,0,0,0,
South,2018-12-02,2018-11-26,2018-12-02,0,0,0,
South,2018-12-16,2018-12-10,2018-12-16,0,0,0,
South,2018-12-23,2018-12-17,2018-12-23,0,0,0,
South,2018-12-30,2018-12-24,2018-12-30,0,0,0,
South,2019-01-06,2018-12-31,2019-01-06,0,0,0,
South,2019-01-13,2019-01-07,2019-01-13,0,0,0,
South,2019-01-20,2019-01-14,2019-01-20,16,5,0,0.0
South,2019-01-27,2019-01-21,2019-01-27,0,0,0,
South,2019-02-03,2019-01-28,2019-02-03,0,0,0,
South,2019-02-10,2019-02-04,2019-02-10,0,0,0,
South,2019-02-17,2019-02-11,2019-02-17,0,0,0,
South,2019-02-24,2019-02-18,2019-02-24,0,0,0,
South,2019-03-03,2019-02-25,2019-03-03,0,0,0,
South,2019-03-10,2019-03-04,2019-03-10,0,0,0,
South,2019-03-17,2019-03-11,2019-03-17,20,0,0,
South,2019-03-24,2019-03-18,2019-03-24,0,0,0,
South,2019-05-19,2019-05-13,2019-05-19,0,0,0,
South,2022-01-09,2022-01-03,2022-01-09,47,14,0,0.0
South,2022-01-16,2022-01-10,2022-01-16,31,14,0,0.0
South,2022-01-23,2022-01-17,2022-01-23,0,0,0,
South,2022-01-30,2022-01-24,2022-01-30,0,0,0,
South,2022-02-06,2022-01-31,2022-02-06,0,0,0,
South,2022-02-13,2022-02-07,2022-02-13,28,9,0,0.0
South,2022-02-20,2022-02-14,2022-02-20,0,0,0,
South,2022-03-27,2022-03-21,2022-03-27,0,0,0,
South,2022-04-03,2022-03-28,2022-04-03,0,0,0,
South,2022-04-10,2022-04-04,2022-04-10,0,0,0,
South-West,2018-01-07,2018-01-01,2018-01-07,0,0,0,
South-West,2018-01-14,2018-01-08,2018-01-14,0,0,0,
South-West,2018-01-21,2018-01-15,2018-01-21,0,0,0,
South-West,2018-01-28,2018-01-22,2018-01-28,0,0,0,
South-West,2018-02-04,2018-01-29,2018-02-04,0,0,0,
South-West,2018-02-11,2018-02-05,2018-02-11,0,0,0,
South-West,2018-02-18,2018-02-12,2018-02-18,0,0,0,
South-West,2018-02-25,2018-02-19,2018-02-25,0,0,0,
South-West,2018-03-04,2018-02-26,2018-03-04,56,0,0,
South-West,2018-03-11,2018-03-05,2018-03-11,0,0,0,
South-West,2018-03-18,2018-03-12,2018-03-18,0,0,0,
South-West,2018-03-25,2018-03-19,2018-03-25,0,0,0,
South-West,2018-04-01,2018-03-26,2018-04-01,0,0,0,
South-West,2018-04-08,2018-04-02,2018-04-08,93,56,2,3.57
South-West,2018-04-15,2018-04-09,2018-04-15,0,0,0,
South-West,2018-04-22,2018-04-16,2018-04-22,0,0,0,
South-West,2018-04-29,2018-04-23,2018-04-29,0,0,0,
South-West,2018-05-06,2018-04-30,2018-05-06,52,16,0,0.0
South-West,2018-05-13,2018-05-07,2018-05-13,0,0,0,
South-West,2018-05-20,2018-05-14,2018-05-20,24,0,0,
South-West,2018-05-27,2018-05-21,2018-05-27,0,0,0,
South-West,2018-06-03,2018-05-28,2018-06-03,0,0,0,
South-West,2018-06-10,2018-06-04,2018-06-10,0,0,0,
South-West,2018-06-17,2018-06-11,2018-06-17,0,0,0,
South-West,2018-06-24,2018-06-18,2018-06-24,0,0,0,
South-West,2018-07-01,2018-06-25,2018-07-01,111,55,3,5.45
South-West,2018-07-08,2018-07-02,2018-07-08,0,0,0,
South-West,2018-07-15,2018-07-09,2018-07-15,0,0,0,
South-West,2018-07-22,2018-07-16,2018-07-22,0,0,0,
South-West,2018-07-29,2018-07-23,2018-07-29,98,33,1,3.03
South-West,2018-08-05,2018-07-30,2018-08-05,0,0,0,
South-West,2018-08-19,2018-08-13,2018-08-19,144,88,1,1.14
South-West,2018-09-02,2018-08-27,2018-09-02,0,0,0,
South-West,2018-09-09,2018-09-03,2018-09-09,0,0,0,
South-West,2018-09-16,2018-09-10,2018-09-16,0,0,0,
South-West,2018-09-23,2018-09-17,2018-09-23,0,0,0,
South-West,2018-09-30,2018-09-24,2018-09-30,95,57,1,1.75
South-West,2018-10-07,2018-10-01,2018-10-07,0,0,0,
South-West,2018-10-14,2018-10-08,2018-10-14,0,0,0,
South-West,2018-10-21,2018-10-15,2018-10-21,0,0,0,
South-West,2018-10-28,2018-10-22,2018-10-28,0,0,0,
South-West,2018-11-04,2018-10-29,2018-11-04,0,0,0,
South-West,2018-11-11,2018-11-05,2018-11-11,0,0,0,
South-West,2018-11-18,2018-11-12,2018-11-18,0,0,0,
South-West,2018-11-25,2018-11-19,2018-11-25,0,0,0,
South-West,2018-12-02,2018-11-26,2018-12-02,0,0,0,
South-West,2018-12-16,2018-12-10,2018-12-16,0,0,0,
South-West,2018-12-23,2018-12-17,2018-12-23,0,0,0,
South-West,2018-12-30,2018-12-24,2018-12-30,0,0,0,
South-West,2019-01-06,2018-12-31,2019-01-06,0,0,0,
South-West,2019-01-13,2019-01-07,2019-01-13,0,0,0,
South-West,2019-01-20,2019-01-14,2019-01-20,0,0,0,
South-West,2019-01-27,2019-01-21,2019-01-27,0,0,0,
South-West,2019-02-03,2019-01-28,2019-02-03,0,0,0,
South-West,2019-02-10,2019-02-04,2019-02-10,0,0,0,
South-West,2019-02-17,2019-02-11,2019-02-17,0,0,0,
South-West,2019-02-24,2019-02-18,2019-02-24,0,0,0,
South-West,2019-03-03,2019-02-25,2019-03-03,61,33,0,0.0
South-West,2019-03-10,2019-03-04,2019-03-10,0,0,0,
South-West,2019-03-17,2019-03-11,2019-03-17,0,0,0,
South-West,2019-03-24,2019-03-18,2019-03-24,36,0,0,
South-West,2019-05-19,2019-05-13,2019-05-19,0,0,0,
South-West,2019-11-10,2019-11-04,2019-11-10,54,18,1,5.56
South-West,2019-11-17,2019-11-11,2019-11-17,0,0,0,
South-West,2019-11-24,2019-11-18,2019-11-24,0,0,0,
South-West,2019-12-01,2019-11-25,2019-12-01,60,17,1,5.88
South-West,2019-12-08,2019-12-02,2019-12-08,0,0,0,
South-West,2019-12-15,2019-12-09,2019-12-15,120,0,0,
South-West,2019-12-22,2019-12-16,2019-12-22,60,0,0,
South-West,2019-12-29,2019-12-23,2019-12-29,47,0,0,
South-West,2022-12-31,2021-10-01,2022-12-31,6027,2430,93,3.83
South-West,2022-01-09,2022-01-03,2022-01-09,0,0,0,
South-West,2022-01-16,2022-01-10,2022-01-16,82,26,1,3.85
South-West,2022-01-23,2022-01-17,2022-01-23,108,0,0,
South-West,2022-01-30,2022-01-24,2022-01-30,0,0,0,
South-West,2022-02-06,2022-01-31,2022-02-06,142,0,0,
South-West,2022-02-13,2022-02-07,2022-02-13,93,0,0,
South-West,2022-02-20,2022-02-14,2022-02-20,0,0,0,
South-West,2022-02-27,2022-02-21,2022-02-27,125,0,0,
South-West,2022-03-13,2022-03-07,2022-03-13,130,41,1,2.44
South-West,2022-03-20,2022-03-14,2022-03-20,0,0,0,
South-West,2022-03-27,2022-03-21,2022-03-27,1087,0,0,
South-West,2022-04-03,2022-03-28,2022-04-03,521,126,4,3.17
South-West,2022-04-10,2022-04-04,2022-04-10,345,145,3,2.07
South-West,2022-04-17,2022-04-11,2022-04-17,0,0,0,
South-West,2022-04-24,2022-04-18,2022-04-24,0,0,0,
South-West,2022-05-01,2022-04-25,2022-05-01,408,0,0,
South-West,2022-05-08,2022-05-02,2022-05-08,215,0,0,
South-West,2022-05-15,2022-05-09,2022-05-15,221,60,2,3.33
South-West,2022-05-22,2022-05-16,2022-05-22,0,0,0,
South-West,2022-05-29,2022-05-23,2022-05-29,334,211,2,0.95
South-West,2022-06-05,2022-05-30,2022-06-05,209,72,1,1.39
South-West,2022-06-12,2022-06-06,2022-06-12,130,0,0,
South-West,2022-06-19,2022-06-13,2022-06-19,91,0,0,
South-West,2022-06-26,2022-06-20,2022-06-26,0,0,0,
West,2018-01-07,2018-01-01,2018-01-07,0,0,0,
West,2018-01-14,2018-01-08,2018-01-14,0,0,0,
West,2018-01-21,2018-01-15,2018-01-21,0,0,0,
West,2018-01-28,2018-01-22,2018-01-28,0,0,0,
West,2018-02-04,2018-01-29,2018-02-04,0,0,0,
West,2018-02-11,2018-02-05,2018-02-11,0,0,0,
West,2018-02-18,2018-02-12,2018-02-18,0,0,0,
West,2018-02-25,2018-02-19,2018-02-25,0,0,0,
West,2018-03-04,2018-02-26,2018-03-04,0,0,0,
West,2018-03-11,2018-03-05,2018-03-11,0,0,0,
West,2018-03-18,2018-03-12,2018-03-18,0,0,0,
West,2018-03-25,2018-03-19,2018-03-25,0,0,0,
West,2018-04-01,2018-03-26,2018-04-01,0,0,0,
West,2018-04-08,2018-04-02,2018-04-08,0,0,0,
West,2018-04-15,2018-04-09,2018-04-15,29,15,0,0.0
West,2018-04-22,2018-04-16,2018-04-22,0,0,0,
West,2018-04-29,2018-04-23,2018-04-29,0,0,0,
West,2018-05-06,2018-04-30,2018-05-06,0,0,0,
West,2018-05-13,2018-05-07,2018-05-13,0,0,0,
West,2018-05-20,2018-05-14,2018-05-20,0,0,0,
West,2018-05-27,2018-05-21,2018-05-27,0,0,0,
West,2018-06-03,2018-05-28,2018-06-03,0,0,0,
West,2018-06-10,2018-06-04,2018-06-10,0,0,0,
West,2018-06-17,2018-06-11,2018-06-17,0,0,0,
West,2018-06-24,2018-06-18,2018-06-24,0,0,0,
West,2018-07-01,2018-06-25,2018-07-01,0,0,0,
West,2018-07-08,2018-07-02,2018-07-08,0,0,0,
West,2018-07-15,2018-07-09,2018-07-15,0,0,0,
West,2018-07-22,2018-07-16,2018-07-22,0,0,0,
West,2018-07-29,2018-07-23,2018-07-29,90,27,0,0.0
West,2018-08-05,2018-07-30,2018-08-05,0,0,0,
West,2018-08-12,2018-08-06,2018-08-12,0,0,0,
West,2018-08-19,2018-08-13,2018-08-19,0,0,0,
West,2018-09-02,2018-08-27,2018-09-02,0,0,0,
West,2018-09-09,2018-09-03,2018-09-09,0,0,0,
West,2018-09-16,2018-09-10,2018-09-16,0,0,0,
West,2018-09-23,2018-09-17,2018-09-23,0,0,0,
West,2018-09-30,2018-09-24,2018-09-30,0,0,0,
West,2018-10-07,2018-10-01,2018-10-07,0,0,0,
West,2018-10-14,2018-10-08,2018-10-14,0,0,0,
West,2018-10-21,2018-10-15,2018-10-21,0,0,0,
West,2018-10-28,2018-10-22,2018-10-28,0,0,0,
West,2018-11-04,2018-10-29,2018-11-04,29,0,0,
West,2018-11-11,2018-11-05,2018-11-11,0,0,0,
West,2018-11-18,2018-11-12,2018-11-18,0,0,0,
West,2018-11-25,2018-11-19,2018-11-25,0,0,0,
West,2018-12-02,2018-11-26,2018-12-02,0,0,0,
West,2018-12-16,2018-12-10,2018-12-16,0,0,0,
West,2018-12-23,2018-12-17,2018-12-23,0,0,0,
West,2018-12-30,2018-12-24,2018-12-30,0,0,0,
West,2019-01-06,2018-12-31,2019-01-06,0,0,0,
West,2019-01-13,2019-01-07,2019-01-13,0,0,0,
West,2019-01-20,2019-01-14,2019-01-20,0,0,0,
West,2019-01-27,2019-01-21,2019-01-27,0,0,0,
West,2019-02-03,2019-01-28,2019-02-03,0,0,0,
West,2019-02-10,2019-02-04,2019-02-10,0,0,0,
West,2019-02-17,2019-02-11,2019-02-17,0,0,0,
West,2019-02-24,2019-02-18,2019-02-24,0,0,0,
West,2019-03-03,2019-02-25,2019-03-03,0,0,0,
West,2019-03-10,2019-03-04,2019-03-10,1,0,0,
West,2019-03-17,2019-03-11,2019-03-17,0,0,0,
West,2019-03-24,2019-03-18,2019-03-24,0,0,0,
West,2019-05-19,2019-05-13,2019-05-19,0,0,0,
